"langue_sujet","code_langue_sujet","sujet"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13091689x"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb131591696"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13162676c"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13162689q"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13162693z"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13162695n"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb131627112"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13162854m"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb131629824"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13164910r"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13167793f"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13171475f"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb131742539"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb131790320"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13187831k"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb131913538"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13192835z"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13193091g"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318308t"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318322c"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318335q"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb133183409"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb133183540"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318355b"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb133183660"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318380j"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318396x"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318415c"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318422n"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318425p"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318427c"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318436b"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318444z"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318449p"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318455m"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318488k"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318491g"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318536m"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318549z"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb133185598"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318572g"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318587h"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318591r"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318614k"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb133186168"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318665g"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318683d"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318710g"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13318807v"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb133188384"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb133188907"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb133190025"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13319003h"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb133190265"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13319048g"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb133190710"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13319142p"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb133191880"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb133192032"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb133192210"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13319685b"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb133198220"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb133199526"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13320451h"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb133408542"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13340879d"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13340904s"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb135052099"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13505219m"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13507537v"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13514405f"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13515252n"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13528896v"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13540001m"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13545003h"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb135540729"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13563102c"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13774498v"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb138917527"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13897767q"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb13901310h"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb14244317d"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb14401280p"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb14408233v"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb14447846f"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb14454978t"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb14487700p"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb14490310d"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb144958371"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb14579131r"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb145923013"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb145972507"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb146080778"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb146372745"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb15011194r"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb150152762"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb15021514k"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb150294058"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb15058414m"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb15071919f"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb150979822"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb15120286j"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb152383059"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb15238306n"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb152891756"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb152891934"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb15576505q"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb15613183m"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb15617066q"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb157175606"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb15762937m"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb15846779q"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb15916158n"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb16140050j"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb161974375"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb16221703z"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb162220367"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb162311145"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb16231330z"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb16531709r"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb16578930n"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb16589048p"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb16604691s"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb166113516"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb16648129s"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb166674529"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb166872169"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb166943491"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb16743077b"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb16776116r"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb16923183g"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb16928757s"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb16971902d"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb17023710h"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb17077046k"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb17089197f"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb17102186m"
"http://lexvo.org/id/iso639-3/fra","fra","http://lexvo.org/id/iso639-3/djk"
"http://lexvo.org/id/iso639-3/fra","fra","http://lexvo.org/id/iso639-3/epo"
"http://lexvo.org/id/iso639-3/fra","fra","http://lexvo.org/id/iso639-3/fra"
"http://lexvo.org/id/iso639-3/fra","fra","http://lexvo.org/id/iso639-3/gcr"
"http://lexvo.org/id/iso639-3/fra","fra","http://lexvo.org/id/iso639-3/lat"
"http://lexvo.org/id/iso639-3/fra","fra","http://lexvo.org/id/iso639-3/srn"
"http://lexvo.org/id/iso639-3/fra","fra","http://www.language-archives.org/vocabulary/field#anthropological_linguistics"
"http://lexvo.org/id/iso639-3/fra","fra","http://www.language-archives.org/vocabulary/field#applied_linguistics"
"http://lexvo.org/id/iso639-3/fra","fra","http://www.language-archives.org/vocabulary/field#discourse_analysis"
"http://lexvo.org/id/iso639-3/fra","fra","http://www.language-archives.org/vocabulary/field#general_linguistics"
"http://lexvo.org/id/iso639-3/fra","fra","http://www.language-archives.org/vocabulary/field#historical_linguistics"
"http://lexvo.org/id/iso639-3/fra","fra","http://www.language-archives.org/vocabulary/field#language_documentation"
"http://lexvo.org/id/iso639-3/fra","fra","http://www.language-archives.org/vocabulary/field#lexicography"
"http://lexvo.org/id/iso639-3/fra","fra","http://www.language-archives.org/vocabulary/field#mathematical_linguistics"
"http://lexvo.org/id/iso639-3/fra","fra","http://www.language-archives.org/vocabulary/field#morphology"
"http://lexvo.org/id/iso639-3/fra","fra","http://www.language-archives.org/vocabulary/field#phonetics"
"http://lexvo.org/id/iso639-3/fra","fra","http://www.language-archives.org/vocabulary/field#phonology"
"http://lexvo.org/id/iso639-3/fra","fra","http://www.language-archives.org/vocabulary/field#semantics"
"http://lexvo.org/id/iso639-3/fra","fra","http://www.language-archives.org/vocabulary/field#sociolinguistics"
"http://lexvo.org/id/iso639-3/fra","fra","http://www.language-archives.org/vocabulary/field#syntax"
"http://lexvo.org/id/iso639-3/fra","fra","http://www.language-archives.org/vocabulary/field#text_and_corpus_linguistics"
"http://lexvo.org/id/iso639-3/fra","fra","http://www.language-archives.org/vocabulary/field#typology"
"http://lexvo.org/id/iso639-3/frp","frp","Francoprovençal"
"http://lexvo.org/id/iso639-3/frp","frp","Interactions construites, Interactions privées. Littérature orale : conte en francoprovençal"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11930996t"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb119311589"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11931491z"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11931670j"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11931803z"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11931819b"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11931841h"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11932417s"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb119324184"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11932496x"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11932512b"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb119325308"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb119328694"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11932889r"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11933145f"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11933804s"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11933895x"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb119339867"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11934124q"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb119344654"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb119344952"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11934798x"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb119348746"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11935399d"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb119361486"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11936442z"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11936549n"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11938756z"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11939093g"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11939659z"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11940247w"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb119404970"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11944168j"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11945860z"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11946662b"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb119472107"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11948031w"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb119485240"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11949006x"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11952208p"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11955218q"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11957099g"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11958830z"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11958962v"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb119591726"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11961551m"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11963511v"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11963568t"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11963612g"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11965628b"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb119677899"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11971232q"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11971502m"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11975896k"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb119763597"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11977219z"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11978815g"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb11978921p"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb12098253c"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb121235840"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb12123592m"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb12148936v"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb12226069m"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb12385680z"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb12524773t"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb12647843g"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb126532730"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb13162695n"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb13162854m"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb13171475f"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb13318335q"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb13318351z"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb13318355b"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb133183660"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb13318396x"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb13318415c"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb13318614k"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb133188907"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb133190265"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb13319048g"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb13319064q"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb135052099"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb161974375"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb16604691s"
"http://lexvo.org/id/iso639-3/frp","frp","http://data.bnf.fr/ark:/12148/cb166872169"
"http://lexvo.org/id/iso639-3/frp","frp","http://lexvo.org/id/iso639-3/frp"
"http://lexvo.org/id/iso639-3/fsl","fsl","Langue des signes française"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb119085187"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11931724n"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11931755x"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb119317924"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11931819b"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11931827z"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11932194d"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb119324184"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11932512b"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb119325308"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb119328694"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11932889r"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11933029x"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11933068t"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb119336465"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11933779d"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb119339867"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11934463f"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb119345700"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11935375d"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11936326f"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11936549n"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb119375503"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb119387339"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11938827n"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb119392962"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11939974p"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb119404970"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11941849g"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11946662b"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11948031w"
"http://lexvo.org/id/iso639-3/fsl","fsl","http://data.bnf.fr/ark:/12148/cb11958962v"
